precinctid,municipality_district,Contest Name,contest_base,contest_party,Candidate Name,Votes
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,9
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,18
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,9
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,5
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,6
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,15
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,6
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,5
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,11
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,7
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,5
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Robert Sellers,4
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ron Arooj,13
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Savannah McCloskey,8
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sean Radomski,9
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sharon Clancy,11
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Stephanie Shortall,4
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Tom Panzer,9
05022-1,Bristol Twp. 2 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Write-in,0
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Amalia Ritter,21
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Andy Meehan,29
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Barbara Garwood,32
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Candace Cabanas,33
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Caribe CC Giscombe,24
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Colleen Strunk,32
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,David Breidinger,22
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Diane Dowler,31
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Don Petrille,21
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ellen Cox,33
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Fran Grous,25
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Frank Barnhardt,32
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Henry E. Van Blunk,31
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Joseph Sroka,21
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Keith Hoffman,20
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,15
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,27
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,13
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,15
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,31
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,34
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,18
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,27
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,24
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,14
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,21
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Robert Sellers,19
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ron Arooj,23
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Savannah McCloskey,26
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sean Radomski,32
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sharon Clancy,21
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Stephanie Shortall,22
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Tom Panzer,25
05023-1,Bristol Twp. 2 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Write-in,0
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Amalia Ritter,4
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Andy Meehan,28
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Barbara Garwood,29
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Candace Cabanas,18
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Caribe CC Giscombe,27
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Colleen Strunk,10
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,David Breidinger,10
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Diane Dowler,13
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Don Petrille,4
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ellen Cox,7
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Fran Grous,22
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Frank Barnhardt,28
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Henry E. Van Blunk,14
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Joseph Sroka,5
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Keith Hoffman,16
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,11
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,25
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,9
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,11
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,8
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,18
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,16
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,12
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,12
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,16
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,18
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Robert Sellers,8
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ron Arooj,24
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Savannah McCloskey,17
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sean Radomski,14
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sharon Clancy,18
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Stephanie Shortall,5
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Tom Panzer,13
05031-1,Bristol Twp. 3 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Write-in,18
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Amalia Ritter,19
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Andy Meehan,51
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Barbara Garwood,48
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Candace Cabanas,29
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Caribe CC Giscombe,45
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Colleen Strunk,17
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,David Breidinger,18
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Diane Dowler,24
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Don Petrille,17
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ellen Cox,19
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Fran Grous,36
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Frank Barnhardt,54
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Henry E. Van Blunk,19
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Joseph Sroka,18
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Keith Hoffman,34
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,27
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,51
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,23
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,28
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,16
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,33
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,33
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,23
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,23
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,26
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,35
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Robert Sellers,20
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ron Arooj,40
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Savannah McCloskey,25
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sean Radomski,18
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sharon Clancy,32
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Stephanie Shortall,16
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Tom Panzer,22
05032-1,Bristol Twp. 3 - 2,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Write-in,14
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Amalia Ritter,11
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Andy Meehan,41
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Barbara Garwood,41
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Candace Cabanas,21
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Caribe CC Giscombe,35
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Colleen Strunk,14
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,David Breidinger,15
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Diane Dowler,15
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Don Petrille,13
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ellen Cox,18
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Fran Grous,29
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Frank Barnhardt,39
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Henry E. Van Blunk,16
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Joseph Sroka,12
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Keith Hoffman,28
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,17
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,39
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,18
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,27
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,17
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,20
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,32
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,15
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,16
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,28
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,29
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Robert Sellers,12
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ron Arooj,33
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Savannah McCloskey,21
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sean Radomski,12
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Sharon Clancy,31
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Stephanie Shortall,12
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Tom Panzer,15
05033-1,Bristol Twp. 3 - 3,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Write-in,0
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Amalia Ritter,21
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Andy Meehan,66
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Barbara Garwood,63
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Candace Cabanas,32
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Caribe CC Giscombe,60
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Colleen Strunk,29
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,David Breidinger,21
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Diane Dowler,26
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Don Petrille,28
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Ellen Cox,25
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Fran Grous,52
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Frank Barnhardt,62
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Henry E. Van Blunk,26
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Joseph Sroka,23
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Keith Hoffman,55
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Kevin Lee,39
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Lisa von Deylen,63
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Liz Diehl,44
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mary E. Vigna,52
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Meghan Schroeder,26
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Michelle Benitez,33
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Mike Domanico,53
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Nick Bordner,24
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Raymond Goodnoe,25
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Renee Fagan,52
05041-1,Bristol Twp. 4 - 1,REPUBLICAN STATE COMMITTEE (Rep),REPUBLICAN STATE COMMITTEE,Rep,Richard Arnott,51
